time, entire-set, r1_l, r1_r, r2_l, r2_r, r3_l, r3_r, r4_l, r4_r, r5_l, r5_r, r6_l, r6_r, r7_l, r7_r, 
1608.0, 0.374841, 0.198296, 0.692480, 0.198125, 0.566184, 0.692480, 0.206841, 0.617687, 0.206841, 0.574624, 0.195298, 0.205878, 0.665840, 0.243051, 0.640652, 
1616.0, 0.373497, 0.195245, 0.692480, 0.195448, 0.566184, 0.692480, 0.204256, 0.617687, 0.204256, 0.574624, 0.191313, 0.200599, 0.665840, 0.240225, 0.640652, 
1617.0, 0.372154, 0.192195, 0.692480, 0.192770, 0.566184, 0.692480, 0.201670, 0.617687, 0.201670, 0.574624, 0.187327, 0.195320, 0.665840, 0.237398, 0.640652, 
1627.0, 0.370810, 0.192195, 0.692480, 0.192770, 0.566184, 0.692480, 0.199085, 0.617687, 0.199085, 0.570819, 0.187327, 0.195320, 0.659376, 0.237398, 0.634664, 
1630.0, 0.369467, 0.189144, 0.692480, 0.190093, 0.566184, 0.692480, 0.196499, 0.617687, 0.196499, 0.570819, 0.183341, 0.190041, 0.659376, 0.234572, 0.634664, 
1633.0, 0.369467, 0.189144, 0.692480, 0.190093, 0.566184, 0.692480, 0.196499, 0.617687, 0.196499, 0.570819, 0.183341, 0.190041, 0.659376, 0.234572, 0.634664, 
1638.0, 0.368118, 0.189144, 0.692480, 0.190093, 0.566184, 0.692480, 0.196499, 0.617687, 0.196499, 0.570819, 0.183341, 0.190041, 0.659376, 0.234572, 0.634664, 
1640.0, 0.366770, 0.189144, 0.692480, 0.190093, 0.562949, 0.692480, 0.196499, 0.613850, 0.196499, 0.570819, 0.183341, 0.190041, 0.659376, 0.231746, 0.634664, 
1643.0, 0.365422, 0.189144, 0.687274, 0.190093, 0.559714, 0.687274, 0.196499, 0.610014, 0.196499, 0.566988, 0.183341, 0.190041, 0.659376, 0.231746, 0.634664, 
1644.0, 0.362725, 0.186093, 0.687274, 0.187416, 0.556478, 0.687274, 0.193914, 0.606177, 0.193914, 0.566988, 0.179356, 0.184762, 0.659376, 0.226094, 0.634664, 
1657.0, 0.362725, 0.186093, 0.687274, 0.187416, 0.556478, 0.687274, 0.193914, 0.606177, 0.193914, 0.566988, 0.179356, 0.184762, 0.659376, 0.226094, 0.634664, 
1668.0, 0.361371, 0.183043, 0.687274, 0.184738, 0.556478, 0.687274, 0.191328, 0.606177, 0.191328, 0.566988, 0.179356, 0.184762, 0.659376, 0.226094, 0.634664, 
1675.0, 0.360018, 0.179992, 0.687274, 0.182061, 0.556478, 0.687274, 0.188743, 0.606177, 0.188743, 0.566988, 0.175370, 0.179483, 0.659376, 0.223268, 0.634664, 
1682.0, 0.358664, 0.176941, 0.687274, 0.179384, 0.556478, 0.687274, 0.186157, 0.606177, 0.186157, 0.566988, 0.175370, 0.179483, 0.659376, 0.223268, 0.634664, 
1694.0, 0.357311, 0.176941, 0.682027, 0.179384, 0.553224, 0.682027, 0.186157, 0.602316, 0.186157, 0.563130, 0.175370, 0.179483, 0.652782, 0.223268, 0.628562, 
1701.0, 0.355952, 0.176941, 0.676740, 0.179384, 0.549951, 0.676740, 0.186157, 0.598430, 0.186157, 0.559247, 0.175370, 0.179483, 0.646121, 0.223268, 0.622399, 
1713.0, 0.354594, 0.173890, 0.676740, 0.176706, 0.549951, 0.676740, 0.183572, 0.598430, 0.183572, 0.559247, 0.171384, 0.179483, 0.646121, 0.220441, 0.622399, 
1717.0, 0.353235, 0.173890, 0.676740, 0.176706, 0.546677, 0.676740, 0.183572, 0.598430, 0.183572, 0.559247, 0.171384, 0.179483, 0.646121, 0.220441, 0.622399, 
1719.0, 0.353235, 0.173890, 0.676740, 0.176706, 0.546677, 0.676740, 0.183572, 0.598430, 0.183572, 0.559247, 0.171384, 0.179483, 0.646121, 0.220441, 0.622399, 
1720.0, 0.351871, 0.173890, 0.676740, 0.176706, 0.543384, 0.676740, 0.183572, 0.598430, 0.183572, 0.559247, 0.171384, 0.179483, 0.646121, 0.217615, 0.622399, 
1721.0, 0.351871, 0.173890, 0.676740, 0.176706, 0.543384, 0.676740, 0.183572, 0.598430, 0.183572, 0.559247, 0.171384, 0.179483, 0.646121, 0.217615, 0.622399, 
1730.0, 0.351871, 0.173890, 0.676740, 0.176706, 0.543384, 0.676740, 0.183572, 0.598430, 0.183572, 0.559247, 0.171384, 0.179483, 0.646121, 0.217615, 0.622399, 
1731.0, 0.350491, 0.173890, 0.676740, 0.176706, 0.543384, 0.676740, 0.180986, 0.598430, 0.180986, 0.555281, 0.171384, 0.179483, 0.639320, 0.217615, 0.616113, 
1734.0, 0.349112, 0.173890, 0.671326, 0.176706, 0.540030, 0.671326, 0.180986, 0.594441, 0.180986, 0.551314, 0.171384, 0.179483, 0.632518, 0.217615, 0.609826, 
1740.0, 0.349112, 0.173890, 0.671326, 0.176706, 0.540030, 0.671326, 0.180986, 0.594441, 0.180986, 0.551314, 0.171384, 0.179483, 0.632518, 0.217615, 0.609826, 
1741.0, 0.347726, 0.173890, 0.665868, 0.176706, 0.536654, 0.665868, 0.180986, 0.590424, 0.180986, 0.547319, 0.171384, 0.179483, 0.625643, 0.217615, 0.603473, 
1760.0, 0.346341, 0.173890, 0.665868, 0.176706, 0.536654, 0.665868, 0.180986, 0.590424, 0.180986, 0.547319, 0.167399, 0.174204, 0.625643, 0.214752, 0.603473, 
1764.0, 0.346341, 0.173890, 0.665868, 0.176706, 0.536654, 0.665868, 0.180986, 0.590424, 0.180986, 0.547319, 0.167399, 0.174204, 0.625643, 0.214752, 0.603473, 
1769.0, 0.346341, 0.173890, 0.665868, 0.176706, 0.536654, 0.665868, 0.180986, 0.590424, 0.180986, 0.547319, 0.167399, 0.174204, 0.625643, 0.214752, 0.603473, 
1770.0, 0.346341, 0.173890, 0.665868, 0.176706, 0.536654, 0.665868, 0.180986, 0.590424, 0.180986, 0.547319, 0.167399, 0.174204, 0.625643, 0.214752, 0.603473, 
1778.0, 0.346341, 0.173890, 0.665868, 0.176706, 0.536654, 0.665868, 0.180986, 0.590424, 0.180986, 0.547319, 0.167399, 0.174204, 0.625643, 0.214752, 0.603473, 
1781.0, 0.344927, 0.170729, 0.665868, 0.173945, 0.536654, 0.665868, 0.178324, 0.590424, 0.178324, 0.547319, 0.167399, 0.174204, 0.625643, 0.214752, 0.603473, 
1786.0, 0.343508, 0.167567, 0.665868, 0.171184, 0.536654, 0.665868, 0.175663, 0.590424, 0.175663, 0.547319, 0.167399, 0.174204, 0.625643, 0.214752, 0.603473, 
1787.0, 0.342082, 0.167567, 0.660225, 0.171184, 0.536654, 0.660225, 0.175663, 0.586266, 0.175663, 0.543173, 0.167399, 0.174204, 0.625643, 0.214752, 0.603473, 
1796.0, 0.342082, 0.167567, 0.660225, 0.171184, 0.536654, 0.660225, 0.175663, 0.586266, 0.175663, 0.543173, 0.167399, 0.174204, 0.625643, 0.214752, 0.603473, 
1799.0, 0.340651, 0.167567, 0.654534, 0.171184, 0.533170, 0.654534, 0.175663, 0.582078, 0.175663, 0.538995, 0.167399, 0.174204, 0.625643, 0.214752, 0.603473, 
1806.0, 0.339220, 0.164406, 0.654534, 0.168423, 0.533170, 0.654534, 0.173001, 0.582078, 0.173001, 0.538995, 0.167399, 0.174204, 0.625643, 0.214752, 0.603473, 
1807.0, 0.339220, 0.164406, 0.654534, 0.168423, 0.533170, 0.654534, 0.173001, 0.582078, 0.173001, 0.538995, 0.167399, 0.174204, 0.625643, 0.214752, 0.603473, 
1808.0, 0.337776, 0.161244, 0.654534, 0.165662, 0.533170, 0.654534, 0.170340, 0.582078, 0.170340, 0.538995, 0.163413, 0.168925, 0.625643, 0.211850, 0.603473, 
1815.0, 0.336333, 0.158082, 0.654534, 0.162901, 0.533170, 0.654534, 0.167678, 0.582078, 0.167678, 0.538995, 0.159427, 0.163646, 0.625643, 0.208948, 0.603473, 
1819.0, 0.334889, 0.158082, 0.648741, 0.162901, 0.533170, 0.648741, 0.167678, 0.577830, 0.167678, 0.534751, 0.159427, 0.163646, 0.625643, 0.208948, 0.603473, 
1820.0, 0.334889, 0.158082, 0.648741, 0.162901, 0.533170, 0.648741, 0.167678, 0.577830, 0.167678, 0.534751, 0.159427, 0.163646, 0.625643, 0.208948, 0.603473, 
1823.0, 0.334889, 0.158082, 0.648741, 0.162901, 0.533170, 0.648741, 0.167678, 0.577830, 0.167678, 0.534751, 0.159427, 0.163646, 0.625643, 0.208948, 0.603473, 
1831.0, 0.333433, 0.158082, 0.642844, 0.162901, 0.529615, 0.642844, 0.167678, 0.573518, 0.167678, 0.530438, 0.159427, 0.163646, 0.618452, 0.208948, 0.596842, 
1833.0, 0.333433, 0.158082, 0.642844, 0.162901, 0.529615, 0.642844, 0.167678, 0.573518, 0.167678, 0.530438, 0.159427, 0.163646, 0.618452, 0.208948, 0.596842, 
1836.0, 0.331971, 0.154921, 0.642844, 0.160140, 0.529615, 0.642844, 0.165017, 0.573518, 0.165017, 0.530438, 0.155442, 0.158367, 0.618452, 0.206005, 0.596842, 
1841.0, 0.331971, 0.154921, 0.642844, 0.160140, 0.529615, 0.642844, 0.165017, 0.573518, 0.165017, 0.530438, 0.155442, 0.158367, 0.618452, 0.206005, 0.596842, 
1844.0, 0.331971, 0.154921, 0.642844, 0.160140, 0.529615, 0.642844, 0.165017, 0.573518, 0.165017, 0.530438, 0.155442, 0.158367, 0.618452, 0.206005, 0.596842, 
1845.0, 0.330495, 0.151759, 0.642844, 0.157379, 0.529615, 0.642844, 0.162355, 0.573518, 0.162355, 0.530438, 0.155442, 0.158367, 0.618452, 0.206005, 0.596842, 
1849.0, 0.329020, 0.151759, 0.636891, 0.157379, 0.525988, 0.636891, 0.162355, 0.569140, 0.162355, 0.526054, 0.155442, 0.158367, 0.611176, 0.206005, 0.590136, 
1850.0, 0.327545, 0.148597, 0.636891, 0.154618, 0.525988, 0.636891, 0.159694, 0.569140, 0.159694, 0.526054, 0.155442, 0.158367, 0.611176, 0.206005, 0.590136, 
1851.0, 0.326069, 0.148597, 0.636891, 0.154618, 0.522360, 0.636891, 0.159694, 0.569140, 0.159694, 0.526054, 0.155442, 0.158367, 0.611176, 0.203062, 0.590136, 
1852.0, 0.324594, 0.148597, 0.636891, 0.154618, 0.518733, 0.636891, 0.159694, 0.569140, 0.159694, 0.521670, 0.155442, 0.158367, 0.611176, 0.203062, 0.583430, 
1853.0, 0.324594, 0.148597, 0.636891, 0.154618, 0.518733, 0.636891, 0.159694, 0.569140, 0.159694, 0.521670, 0.155442, 0.158367, 0.611176, 0.203062, 0.583430, 
1854.0, 0.324594, 0.148597, 0.636891, 0.154618, 0.518733, 0.636891, 0.159694, 0.569140, 0.159694, 0.521670, 0.155442, 0.158367, 0.611176, 0.203062, 0.583430, 
1856.0, 0.323105, 0.145436, 0.636891, 0.151857, 0.518733, 0.636891, 0.157032, 0.569140, 0.157032, 0.521670, 0.155442, 0.158367, 0.611176, 0.203062, 0.583430, 
1862.0, 0.321616, 0.142274, 0.636891, 0.149096, 0.518733, 0.636891, 0.154370, 0.569140, 0.154370, 0.521670, 0.155442, 0.158367, 0.611176, 0.200119, 0.583430, 
1869.0, 0.321616, 0.142274, 0.636891, 0.149096, 0.518733, 0.636891, 0.154370, 0.569140, 0.154370, 0.521670, 0.155442, 0.158367, 0.611176, 0.200119, 0.583430, 
1871.0, 0.320120, 0.139112, 0.636891, 0.146335, 0.518733, 0.636891, 0.151709, 0.569140, 0.151709, 0.521670, 0.151456, 0.158367, 0.611176, 0.197176, 0.583430, 
1872.0, 0.318624, 0.139112, 0.636891, 0.146335, 0.515027, 0.636891, 0.151709, 0.569140, 0.151709, 0.521670, 0.147470, 0.153089, 0.611176, 0.194233, 0.583430, 
1875.0, 0.317121, 0.139112, 0.636891, 0.146335, 0.511295, 0.636891, 0.151709, 0.564623, 0.151709, 0.521670, 0.147470, 0.153089, 0.611176, 0.191290, 0.583430, 
1881.0, 0.315618, 0.135951, 0.636891, 0.143574, 0.511295, 0.636891, 0.149047, 0.564623, 0.149047, 0.521670, 0.147470, 0.153089, 0.611176, 0.191290, 0.583430, 
1885.0, 0.314115, 0.135951, 0.636891, 0.143574, 0.507563, 0.636891, 0.149047, 0.564623, 0.149047, 0.521670, 0.143484, 0.147810, 0.611176, 0.188347, 0.583430, 
1886.0, 0.312612, 0.135951, 0.636891, 0.143574, 0.503831, 0.636891, 0.149047, 0.564623, 0.149047, 0.521670, 0.139499, 0.147810, 0.611176, 0.185404, 0.583430, 
1890.0, 0.311109, 0.132789, 0.636891, 0.140813, 0.503831, 0.636891, 0.146386, 0.564623, 0.146386, 0.521670, 0.135513, 0.142531, 0.611176, 0.182461, 0.583430, 
1898.0, 0.309606, 0.132789, 0.636891, 0.138052, 0.503831, 0.636891, 0.143724, 0.564623, 0.143724, 0.521670, 0.135513, 0.142531, 0.611176, 0.179519, 0.583430, 
1910.0, 0.309606, 0.132789, 0.636891, 0.138052, 0.503831, 0.636891, 0.143724, 0.564623, 0.143724, 0.521670, 0.135513, 0.142531, 0.611176, 0.179519, 0.583430, 
1919.0, 0.308096, 0.132789, 0.630647, 0.138052, 0.500099, 0.630647, 0.143724, 0.560069, 0.143724, 0.517094, 0.135513, 0.142531, 0.603723, 0.179519, 0.576566, 
1921.0, 0.306586, 0.132789, 0.630647, 0.138052, 0.500099, 0.630647, 0.143724, 0.560069, 0.143724, 0.517094, 0.131527, 0.137252, 0.603723, 0.176576, 0.576566, 
1922.0, 0.305076, 0.129627, 0.630647, 0.135291, 0.500099, 0.630647, 0.141063, 0.560069, 0.141063, 0.517094, 0.127542, 0.131973, 0.603723, 0.173633, 0.576566, 
1929.0, 0.305076, 0.129627, 0.630647, 0.135291, 0.500099, 0.630647, 0.141063, 0.560069, 0.141063, 0.517094, 0.127542, 0.131973, 0.603723, 0.173633, 0.576566, 
1936.0, 0.303558, 0.129627, 0.630647, 0.132530, 0.500099, 0.630647, 0.138401, 0.560069, 0.138401, 0.512478, 0.127542, 0.131973, 0.603723, 0.173633, 0.576566, 
1937.0, 0.302040, 0.129627, 0.630647, 0.129769, 0.500099, 0.630647, 0.135739, 0.560069, 0.135739, 0.507861, 0.127542, 0.131973, 0.603723, 0.173633, 0.576566, 
1939.0, 0.300522, 0.129627, 0.630647, 0.129769, 0.500099, 0.630647, 0.135739, 0.560069, 0.135739, 0.507861, 0.123556, 0.126694, 0.603723, 0.170690, 0.576566, 
1943.0, 0.299004, 0.129627, 0.630647, 0.127008, 0.500099, 0.630647, 0.133078, 0.560069, 0.133078, 0.507861, 0.123556, 0.126694, 0.603723, 0.167747, 0.576566, 
1944.0, 0.297479, 0.126466, 0.630647, 0.124247, 0.500099, 0.630647, 0.130416, 0.560069, 0.130416, 0.507861, 0.123556, 0.126694, 0.603723, 0.167747, 0.576566, 
1945.0, 0.295953, 0.126466, 0.630647, 0.121486, 0.500099, 0.630647, 0.127755, 0.560069, 0.127755, 0.503201, 0.123556, 0.126694, 0.603723, 0.167747, 0.576566, 
1951.0, 0.294420, 0.126466, 0.624212, 0.121486, 0.496311, 0.624212, 0.127755, 0.555402, 0.127755, 0.498499, 0.123556, 0.126694, 0.596080, 0.167747, 0.569534, 
1953.0, 0.294420, 0.126466, 0.624212, 0.121486, 0.496311, 0.624212, 0.127755, 0.555402, 0.127755, 0.498499, 0.123556, 0.126694, 0.596080, 0.167747, 0.569534, 
1960.0, 0.292878, 0.126466, 0.617710, 0.121486, 0.492522, 0.617710, 0.127755, 0.550695, 0.127755, 0.493751, 0.123556, 0.126694, 0.588438, 0.167747, 0.562503, 
1963.0, 0.291337, 0.123304, 0.617710, 0.118724, 0.492522, 0.617710, 0.125093, 0.550695, 0.125093, 0.493751, 0.119570, 0.121415, 0.588438, 0.164804, 0.562503, 
1965.0, 0.289796, 0.120143, 0.617710, 0.115963, 0.492522, 0.617710, 0.122432, 0.550695, 0.122432, 0.493751, 0.115585, 0.116136, 0.588438, 0.161861, 0.562503, 
1980.0, 0.288254, 0.120143, 0.617710, 0.115963, 0.492522, 0.617710, 0.122432, 0.550695, 0.122432, 0.493751, 0.115585, 0.116136, 0.588438, 0.161861, 0.562503, 
1985.0, 0.286713, 0.120143, 0.611208, 0.115963, 0.488733, 0.611208, 0.122432, 0.545988, 0.122432, 0.489003, 0.115585, 0.116136, 0.580796, 0.161861, 0.555472, 
1987.0, 0.285171, 0.120143, 0.611208, 0.115963, 0.488733, 0.611208, 0.119770, 0.545988, 0.119770, 0.489003, 0.115585, 0.116136, 0.580796, 0.161861, 0.555472, 
1992.0, 0.283630, 0.120143, 0.604706, 0.115963, 0.484945, 0.604706, 0.119770, 0.541282, 0.119770, 0.484256, 0.115585, 0.116136, 0.573154, 0.161861, 0.548441, 
1993.0, 0.283630, 0.120143, 0.604706, 0.115963, 0.484945, 0.604706, 0.119770, 0.541282, 0.119770, 0.484256, 0.115585, 0.116136, 0.573154, 0.161861, 0.548441, 
2000.0, 0.283630, 0.120143, 0.604706, 0.115963, 0.484945, 0.604706, 0.119770, 0.541282, 0.119770, 0.484256, 0.115585, 0.116136, 0.573154, 0.161861, 0.548441, 
2001.0, 0.282071, 0.120143, 0.604706, 0.113202, 0.484945, 0.604706, 0.117048, 0.541282, 0.117048, 0.479461, 0.115585, 0.116136, 0.573154, 0.161861, 0.548441, 
2002.0, 0.280513, 0.116981, 0.604706, 0.110441, 0.484945, 0.604706, 0.114326, 0.541282, 0.114326, 0.474666, 0.115585, 0.116136, 0.573154, 0.161861, 0.548441, 
2006.0, 0.278954, 0.116981, 0.604706, 0.110441, 0.481126, 0.604706, 0.114326, 0.541282, 0.114326, 0.474666, 0.111599, 0.110857, 0.573154, 0.158864, 0.548441, 
2008.0, 0.278954, 0.116981, 0.604706, 0.110441, 0.481126, 0.604706, 0.114326, 0.541282, 0.114326, 0.474666, 0.111599, 0.110857, 0.573154, 0.158864, 0.548441, 
2009.0, 0.278954, 0.116981, 0.604706, 0.110441, 0.481126, 0.604706, 0.114326, 0.541282, 0.114326, 0.474666, 0.111599, 0.110857, 0.573154, 0.158864, 0.548441, 
2017.0, 0.277369, 0.116981, 0.597987, 0.110441, 0.477246, 0.597987, 0.114326, 0.536405, 0.114326, 0.469722, 0.111599, 0.110857, 0.565194, 0.158864, 0.541128, 
2019.0, 0.275785, 0.116981, 0.597987, 0.110441, 0.473366, 0.597987, 0.114326, 0.536405, 0.114326, 0.464778, 0.111599, 0.110857, 0.565194, 0.158864, 0.541128, 
2028.0, 0.274200, 0.116981, 0.597987, 0.110441, 0.469486, 0.597987, 0.114326, 0.536405, 0.114326, 0.464778, 0.107613, 0.110857, 0.565194, 0.155866, 0.541128, 
2036.0, 0.274200, 0.116981, 0.597987, 0.110441, 0.469486, 0.597987, 0.114326, 0.536405, 0.114326, 0.464778, 0.107613, 0.110857, 0.565194, 0.155866, 0.541128, 
2039.0, 0.274200, 0.116981, 0.597987, 0.110441, 0.469486, 0.597987, 0.114326, 0.536405, 0.114326, 0.464778, 0.107613, 0.110857, 0.565194, 0.155866, 0.541128, 
2041.0, 0.272596, 0.113819, 0.597987, 0.107680, 0.469486, 0.597987, 0.111604, 0.536405, 0.111604, 0.464778, 0.107613, 0.110857, 0.565194, 0.155866, 0.541128, 
2042.0, 0.270993, 0.110658, 0.597987, 0.104919, 0.469486, 0.597987, 0.108882, 0.536405, 0.108882, 0.464778, 0.107613, 0.110857, 0.565194, 0.155866, 0.541128, 
2043.0, 0.269389, 0.110658, 0.591191, 0.104919, 0.465574, 0.591191, 0.108882, 0.531438, 0.108882, 0.459780, 0.107613, 0.110857, 0.557233, 0.155866, 0.533816, 
2052.0, 0.267786, 0.110658, 0.591191, 0.104919, 0.461661, 0.591191, 0.108882, 0.526472, 0.108882, 0.459780, 0.107613, 0.110857, 0.557233, 0.152869, 0.533816, 
2054.0, 0.267786, 0.110658, 0.591191, 0.104919, 0.461661, 0.591191, 0.108882, 0.526472, 0.108882, 0.459780, 0.107613, 0.110857, 0.557233, 0.152869, 0.533816, 
2055.0, 0.267786, 0.110658, 0.591191, 0.104919, 0.461661, 0.591191, 0.108882, 0.526472, 0.108882, 0.459780, 0.107613, 0.110857, 0.557233, 0.152869, 0.533816, 
2057.0, 0.266163, 0.107496, 0.591191, 0.102158, 0.461661, 0.591191, 0.106160, 0.526472, 0.106160, 0.459780, 0.107613, 0.110857, 0.557233, 0.152869, 0.533816, 
2063.0, 0.266163, 0.107496, 0.591191, 0.102158, 0.461661, 0.591191, 0.106160, 0.526472, 0.106160, 0.459780, 0.107613, 0.110857, 0.557233, 0.152869, 0.533816, 
2069.0, 0.264520, 0.104238, 0.591191, 0.099321, 0.461661, 0.591191, 0.103366, 0.526472, 0.103366, 0.459780, 0.107613, 0.110857, 0.557233, 0.152869, 0.533816, 
2074.0, 0.262877, 0.100981, 0.591191, 0.096483, 0.461661, 0.591191, 0.100573, 0.526472, 0.100573, 0.459780, 0.103474, 0.110857, 0.557233, 0.149811, 0.533816, 
2084.0, 0.261234, 0.097724, 0.591191, 0.093645, 0.461661, 0.591191, 0.097779, 0.526472, 0.097779, 0.459780, 0.103474, 0.110857, 0.557233, 0.149811, 0.533816, 
2091.0, 0.261234, 0.097724, 0.591191, 0.093645, 0.461661, 0.591191, 0.097779, 0.526472, 0.097779, 0.459780, 0.103474, 0.110857, 0.557233, 0.149811, 0.533816, 
2105.0, 0.261234, 0.097724, 0.591191, 0.093645, 0.461661, 0.591191, 0.097779, 0.526472, 0.097779, 0.459780, 0.103474, 0.110857, 0.557233, 0.149811, 0.533816, 
2107.0, 0.259570, 0.094466, 0.591191, 0.090807, 0.461661, 0.591191, 0.094985, 0.526472, 0.094985, 0.459780, 0.099335, 0.105314, 0.557233, 0.146754, 0.533816, 
2123.0, 0.257906, 0.094466, 0.584069, 0.090807, 0.457576, 0.584069, 0.094985, 0.521310, 0.094985, 0.454495, 0.099335, 0.105314, 0.549039, 0.146754, 0.526190, 
2125.0, 0.256242, 0.094466, 0.584069, 0.090807, 0.453490, 0.584069, 0.094985, 0.521310, 0.094985, 0.454495, 0.095196, 0.099772, 0.549039, 0.143697, 0.526190, 
2128.0, 0.256242, 0.094466, 0.584069, 0.090807, 0.453490, 0.584069, 0.094985, 0.521310, 0.094985, 0.454495, 0.095196, 0.099772, 0.549039, 0.143697, 0.526190, 
2129.0, 0.256242, 0.094466, 0.584069, 0.090807, 0.453490, 0.584069, 0.094985, 0.521310, 0.094985, 0.454495, 0.095196, 0.099772, 0.549039, 0.143697, 0.526190, 
2132.0, 0.256242, 0.094466, 0.584069, 0.090807, 0.453490, 0.584069, 0.094985, 0.521310, 0.094985, 0.454495, 0.095196, 0.099772, 0.549039, 0.143697, 0.526190, 
2141.0, 0.256242, 0.094466, 0.584069, 0.090807, 0.453490, 0.584069, 0.094985, 0.521310, 0.094985, 0.454495, 0.095196, 0.099772, 0.549039, 0.143697, 0.526190, 
2148.0, 0.254534, 0.091092, 0.584069, 0.087878, 0.453490, 0.584069, 0.092107, 0.521310, 0.092107, 0.454495, 0.091057, 0.094229, 0.549039, 0.140573, 0.526190, 
2150.0, 0.252825, 0.087719, 0.584069, 0.084949, 0.453490, 0.584069, 0.089228, 0.521310, 0.089228, 0.454495, 0.091057, 0.094229, 0.549039, 0.140573, 0.526190, 
2151.0, 0.252825, 0.087719, 0.584069, 0.084949, 0.453490, 0.584069, 0.089228, 0.521310, 0.089228, 0.454495, 0.091057, 0.094229, 0.549039, 0.140573, 0.526190, 
2155.0, 0.251105, 0.087719, 0.576675, 0.084949, 0.449252, 0.576675, 0.089228, 0.515936, 0.089228, 0.449019, 0.091057, 0.094229, 0.549039, 0.140573, 0.526190, 
2165.0, 0.251105, 0.087719, 0.576675, 0.084949, 0.449252, 0.576675, 0.089228, 0.515936, 0.089228, 0.449019, 0.091057, 0.094229, 0.549039, 0.140573, 0.526190, 
2166.0, 0.251105, 0.087719, 0.576675, 0.084949, 0.449252, 0.576675, 0.089228, 0.515936, 0.089228, 0.449019, 0.091057, 0.094229, 0.549039, 0.140573, 0.526190, 
2168.0, 0.249362, 0.087719, 0.576675, 0.084949, 0.444932, 0.576675, 0.089228, 0.515936, 0.089228, 0.449019, 0.086918, 0.088686, 0.549039, 0.137449, 0.526190, 
2169.0, 0.247618, 0.087719, 0.576675, 0.084949, 0.440613, 0.576675, 0.089228, 0.515936, 0.089228, 0.449019, 0.082780, 0.088686, 0.549039, 0.134325, 0.526190, 
2171.0, 0.245874, 0.084345, 0.576675, 0.082020, 0.440613, 0.576675, 0.086350, 0.515936, 0.086350, 0.449019, 0.078641, 0.083143, 0.549039, 0.131201, 0.526190, 
2174.0, 0.244130, 0.084345, 0.569087, 0.082020, 0.436293, 0.569087, 0.086350, 0.510447, 0.086350, 0.443407, 0.078641, 0.083143, 0.549039, 0.131201, 0.526190, 
2176.0, 0.244130, 0.084345, 0.569087, 0.082020, 0.436293, 0.569087, 0.086350, 0.510447, 0.086350, 0.443407, 0.078641, 0.083143, 0.549039, 0.131201, 0.526190, 
2178.0, 0.244130, 0.084345, 0.569087, 0.082020, 0.436293, 0.569087, 0.086350, 0.510447, 0.086350, 0.443407, 0.078641, 0.083143, 0.549039, 0.131201, 0.526190, 
2187.0, 0.242361, 0.080971, 0.569087, 0.079090, 0.436293, 0.569087, 0.083472, 0.510447, 0.083472, 0.443407, 0.078641, 0.083143, 0.549039, 0.131201, 0.526190, 
2189.0, 0.240592, 0.080971, 0.561292, 0.079090, 0.431886, 0.561292, 0.083472, 0.504838, 0.083472, 0.437648, 0.078641, 0.083143, 0.549039, 0.131201, 0.526190, 
2190.0, 0.237054, 0.077597, 0.561292, 0.076161, 0.431886, 0.561292, 0.080593, 0.504838, 0.080593, 0.437648, 0.078641, 0.083143, 0.549039, 0.124954, 0.526190, 
2191.0, 0.235285, 0.077597, 0.561292, 0.076161, 0.427479, 0.561292, 0.080593, 0.504838, 0.080593, 0.437648, 0.074502, 0.077600, 0.549039, 0.121830, 0.526190, 
2192.0, 0.235285, 0.077597, 0.561292, 0.076161, 0.427479, 0.561292, 0.080593, 0.504838, 0.080593, 0.437648, 0.074502, 0.077600, 0.549039, 0.121830, 0.526190, 
2197.0, 0.235285, 0.077597, 0.561292, 0.076161, 0.427479, 0.561292, 0.080593, 0.504838, 0.080593, 0.437648, 0.074502, 0.077600, 0.549039, 0.121830, 0.526190, 
2200.0, 0.233489, 0.077597, 0.561292, 0.076161, 0.422979, 0.561292, 0.080593, 0.504838, 0.080593, 0.437648, 0.070119, 0.072057, 0.549039, 0.118624, 0.526190, 
2203.0, 0.233489, 0.077597, 0.561292, 0.076161, 0.422979, 0.561292, 0.080593, 0.504838, 0.080593, 0.437648, 0.070119, 0.072057, 0.549039, 0.118624, 0.526190, 
2210.0, 0.231679, 0.077597, 0.561292, 0.076161, 0.422979, 0.561292, 0.077609, 0.504838, 0.077609, 0.437648, 0.070119, 0.072057, 0.549039, 0.118624, 0.526190, 
2211.0, 0.231679, 0.077597, 0.561292, 0.076161, 0.422979, 0.561292, 0.077609, 0.504838, 0.077609, 0.437648, 0.070119, 0.072057, 0.549039, 0.118624, 0.526190, 
2218.0, 0.231679, 0.077597, 0.561292, 0.076161, 0.422979, 0.561292, 0.077609, 0.504838, 0.077609, 0.437648, 0.070119, 0.072057, 0.549039, 0.118624, 0.526190, 
2220.0, 0.231679, 0.077597, 0.561292, 0.076161, 0.422979, 0.561292, 0.077609, 0.504838, 0.077609, 0.437648, 0.070119, 0.072057, 0.549039, 0.118624, 0.526190, 
2222.0, 0.229811, 0.077597, 0.553037, 0.076161, 0.418279, 0.553037, 0.077609, 0.498899, 0.077609, 0.431570, 0.070119, 0.072057, 0.539888, 0.118624, 0.517703, 
