time, entire-set, r1_l, r1_r, r2_l, r2_r, r3_l, r3_r, r4_l, r4_r, r5_l, r5_r, 
4583.0, 0.376072, 0.030303, 0.505884, 0.659664, 0.043011, 0.580740, 0.078431, 0.089345, 0.646709, 0.156805, 0.573270, 
4602.0, 0.376072, 0.030303, 0.505884, 0.659664, 0.043011, 0.580740, 0.078431, 0.089345, 0.646709, 0.156805, 0.573270, 
4607.0, 0.376072, 0.030303, 0.505884, 0.659664, 0.043011, 0.580740, 0.078431, 0.089345, 0.646709, 0.156805, 0.573270, 
4608.0, 0.376072, 0.030303, 0.505884, 0.659664, 0.043011, 0.580740, 0.078431, 0.089345, 0.646709, 0.156805, 0.573270, 
4609.0, 0.376072, 0.030303, 0.505884, 0.659664, 0.043011, 0.580740, 0.078431, 0.089345, 0.646709, 0.156805, 0.573270, 
4618.0, 0.376072, 0.030303, 0.505884, 0.659664, 0.043011, 0.580740, 0.078431, 0.089345, 0.646709, 0.156805, 0.573270, 
4653.0, 0.376072, 0.030303, 0.505884, 0.659664, 0.043011, 0.580740, 0.078431, 0.089345, 0.646709, 0.156805, 0.573270, 
4682.0, 0.376072, 0.030303, 0.505884, 0.659664, 0.043011, 0.580740, 0.078431, 0.089345, 0.646709, 0.156805, 0.573270, 
4695.0, 0.376072, 0.030303, 0.505884, 0.659664, 0.043011, 0.580740, 0.078431, 0.089345, 0.646709, 0.156805, 0.573270, 
4699.0, 0.376072, 0.030303, 0.505884, 0.659664, 0.043011, 0.580740, 0.078431, 0.089345, 0.646709, 0.156805, 0.573270, 
4703.0, 0.376072, 0.030303, 0.505884, 0.659664, 0.043011, 0.580740, 0.078431, 0.089345, 0.646709, 0.156805, 0.573270, 
4727.0, 0.376072, 0.030303, 0.505884, 0.659664, 0.043011, 0.580740, 0.078431, 0.089345, 0.646709, 0.156805, 0.573270, 
4741.0, 0.376072, 0.030303, 0.505884, 0.659664, 0.043011, 0.580740, 0.078431, 0.089345, 0.646709, 0.156805, 0.573270, 
5514.0, 0.376072, 0.030303, 0.505884, 0.659664, 0.043011, 0.580740, 0.078431, 0.089345, 0.646709, 0.156805, 0.573270, 
5551.0, 0.376072, 0.030303, 0.505884, 0.659664, 0.043011, 0.580740, 0.078431, 0.089345, 0.646709, 0.156805, 0.573270, 
5558.0, 0.376072, 0.030303, 0.505884, 0.659664, 0.043011, 0.580740, 0.078431, 0.089345, 0.646709, 0.156805, 0.573270, 
5567.0, 0.376072, 0.030303, 0.505884, 0.659664, 0.043011, 0.580740, 0.078431, 0.089345, 0.646709, 0.156805, 0.573270, 
5579.0, 0.376072, 0.030303, 0.505884, 0.659664, 0.043011, 0.580740, 0.078431, 0.089345, 0.646709, 0.156805, 0.573270, 
5586.0, 0.376072, 0.030303, 0.505884, 0.659664, 0.043011, 0.580740, 0.078431, 0.089345, 0.646709, 0.156805, 0.573270, 
5612.0, 0.376072, 0.030303, 0.505884, 0.659664, 0.043011, 0.580740, 0.078431, 0.089345, 0.646709, 0.156805, 0.573270, 
5666.0, 0.376072, 0.030303, 0.505884, 0.659664, 0.043011, 0.580740, 0.078431, 0.089345, 0.646709, 0.156805, 0.573270, 
5675.0, 0.376072, 0.030303, 0.505884, 0.659664, 0.043011, 0.580740, 0.078431, 0.089345, 0.646709, 0.156805, 0.573270, 
5677.0, 0.376072, 0.030303, 0.505884, 0.659664, 0.043011, 0.580740, 0.078431, 0.089345, 0.646709, 0.156805, 0.573270, 
5690.0, 0.376072, 0.030303, 0.505884, 0.659664, 0.043011, 0.580740, 0.078431, 0.089345, 0.646709, 0.156805, 0.573270, 
5714.0, 0.376072, 0.030303, 0.505884, 0.659664, 0.043011, 0.580740, 0.078431, 0.089345, 0.646709, 0.156805, 0.573270, 
5724.0, 0.376072, 0.030303, 0.505884, 0.659664, 0.043011, 0.580740, 0.078431, 0.089345, 0.646709, 0.156805, 0.573270, 
5739.0, 0.376072, 0.030303, 0.505884, 0.659664, 0.043011, 0.580740, 0.078431, 0.089345, 0.646709, 0.156805, 0.573270, 
5763.0, 0.376072, 0.030303, 0.505884, 0.659664, 0.043011, 0.580740, 0.078431, 0.089345, 0.646709, 0.156805, 0.573270, 
5769.0, 0.376072, 0.030303, 0.505884, 0.659664, 0.043011, 0.580740, 0.078431, 0.089345, 0.646709, 0.156805, 0.573270, 
5788.0, 0.376072, 0.030303, 0.505884, 0.659664, 0.043011, 0.580740, 0.078431, 0.089345, 0.646709, 0.156805, 0.573270, 
5793.0, 0.376072, 0.030303, 0.505884, 0.659664, 0.043011, 0.580740, 0.078431, 0.089345, 0.646709, 0.156805, 0.573270, 
5806.0, 0.376072, 0.030303, 0.505884, 0.659664, 0.043011, 0.580740, 0.078431, 0.089345, 0.646709, 0.156805, 0.573270, 
5807.0, 0.376072, 0.030303, 0.505884, 0.659664, 0.043011, 0.580740, 0.078431, 0.089345, 0.646709, 0.156805, 0.573270, 
5833.0, 0.376072, 0.030303, 0.505884, 0.659664, 0.043011, 0.580740, 0.078431, 0.089345, 0.646709, 0.156805, 0.573270, 
5839.0, 0.376072, 0.030303, 0.505884, 0.659664, 0.043011, 0.580740, 0.078431, 0.089345, 0.646709, 0.156805, 0.573270, 
5843.0, 0.376072, 0.030303, 0.505884, 0.659664, 0.043011, 0.580740, 0.078431, 0.089345, 0.646709, 0.156805, 0.573270, 

