time, entire-set, r1_l, r1_r, r2_l, r2_r, r3_l, r3_r, r4_l, r4_r, r5_l, r5_r, r6_l, r6_r, 
11.18412, 0.382894, 0.055556, 0.557764, 0.158317, 0.531210, 0.524714, 0.164787, 0.220149, 0.649656, 0.228596, 0.657911, 0.248812, 0.657911, 
11.27447, 0.382894, 0.055556, 0.557764, 0.158317, 0.531210, 0.524714, 0.164787, 0.220149, 0.649656, 0.228596, 0.657911, 0.248812, 0.657911, 
11.307324, 0.382894, 0.055556, 0.557764, 0.158317, 0.531210, 0.524714, 0.164787, 0.220149, 0.649656, 0.228596, 0.657911, 0.248812, 0.657911, 
11.394935, 0.382894, 0.055556, 0.557764, 0.158317, 0.531210, 0.524714, 0.164787, 0.220149, 0.649656, 0.228596, 0.657911, 0.248812, 0.657911, 
11.504449, 0.379622, 0.055556, 0.557764, 0.158317, 0.531210, 0.524714, 0.164787, 0.209142, 0.649656, 0.219071, 0.657911, 0.241036, 0.657911, 
11.589322, 0.379622, 0.055556, 0.557764, 0.158317, 0.531210, 0.524714, 0.164787, 0.209142, 0.649656, 0.219071, 0.657911, 0.241036, 0.657911, 
11.641342, 0.376321, 0.000000, 0.557764, 0.143925, 0.531210, 0.524714, 0.151055, 0.197523, 0.649656, 0.209113, 0.657911, 0.233002, 0.657911, 
11.663244, 0.373020, 0.000000, 0.557764, 0.143925, 0.531210, 0.524714, 0.151055, 0.197523, 0.649656, 0.209113, 0.657911, 0.224967, 0.657911, 
11.731691, 0.369719, 0.000000, 0.557764, 0.143925, 0.524127, 0.517900, 0.151055, 0.197523, 0.649656, 0.209113, 0.657911, 0.224967, 0.657911, 
11.786448, 0.366418, 0.000000, 0.557764, 0.129532, 0.524127, 0.517900, 0.137322, 0.185904, 0.649656, 0.199156, 0.657911, 0.216933, 0.657911, 
11.819302, 0.366418, 0.000000, 0.557764, 0.129532, 0.524127, 0.517900, 0.137322, 0.185904, 0.649656, 0.199156, 0.657911, 0.216933, 0.657911, 
11.824778, 0.363086, 0.000000, 0.557764, 0.115140, 0.524127, 0.517900, 0.123590, 0.174285, 0.649656, 0.189198, 0.657911, 0.208898, 0.657911, 
11.874059, 0.363086, 0.000000, 0.557764, 0.115140, 0.524127, 0.517900, 0.123590, 0.174285, 0.649656, 0.189198, 0.657911, 0.208898, 0.657911, 
11.876797, 0.363086, 0.000000, 0.557764, 0.115140, 0.524127, 0.517900, 0.123590, 0.174285, 0.649656, 0.189198, 0.657911, 0.208898, 0.657911, 
11.939767, 0.359693, 0.000000, 0.544792, 0.115140, 0.516848, 0.510901, 0.123590, 0.174285, 0.649656, 0.189198, 0.657911, 0.208898, 0.657911, 
12.002738, 0.359693, 0.000000, 0.544792, 0.115140, 0.516848, 0.510901, 0.123590, 0.174285, 0.649656, 0.189198, 0.657911, 0.208898, 0.657911, 
12.21629, 0.356267, 0.000000, 0.531821, 0.115140, 0.509568, 0.503902, 0.123590, 0.174285, 0.649656, 0.189198, 0.657911, 0.208898, 0.657911, 
12.410678, 0.352842, 0.000000, 0.531821, 0.115140, 0.509568, 0.503902, 0.123590, 0.160878, 0.649656, 0.178069, 0.657911, 0.200194, 0.657911, 
12.501027, 0.352842, 0.000000, 0.531821, 0.115140, 0.509568, 0.503902, 0.123590, 0.160878, 0.649656, 0.178069, 0.657911, 0.200194, 0.657911, 
12.517454, 0.352842, 0.000000, 0.531821, 0.115140, 0.509568, 0.503902, 0.123590, 0.160878, 0.649656, 0.178069, 0.657911, 0.200194, 0.657911, 
12.665298, 0.352842, 0.000000, 0.531821, 0.115140, 0.509568, 0.503902, 0.123590, 0.160878, 0.649656, 0.178069, 0.657911, 0.200194, 0.657911, 
12.889802, 0.352842, 0.000000, 0.531821, 0.115140, 0.509568, 0.503902, 0.123590, 0.160878, 0.649656, 0.178069, 0.657911, 0.200194, 0.657911, 
12.988364, 0.352842, 0.000000, 0.531821, 0.115140, 0.509568, 0.503902, 0.123590, 0.160878, 0.649656, 0.178069, 0.657911, 0.200194, 0.657911, 
13.048597, 0.349204, 0.000000, 0.531821, 0.115140, 0.509568, 0.503902, 0.123590, 0.160878, 0.649656, 0.178069, 0.657911, 0.200194, 0.657911, 
13.188227, 0.349204, 0.000000, 0.531821, 0.115140, 0.509568, 0.503902, 0.123590, 0.160878, 0.649656, 0.178069, 0.657911, 0.200194, 0.657911, 
13.245722, 0.349204, 0.000000, 0.531821, 0.115140, 0.509568, 0.503902, 0.123590, 0.160878, 0.649656, 0.178069, 0.657911, 0.200194, 0.657911, 
13.333333, 0.345489, 0.000000, 0.531821, 0.115140, 0.501729, 0.496381, 0.123590, 0.160878, 0.649656, 0.178069, 0.657911, 0.200194, 0.657911, 
13.347023, 0.345489, 0.000000, 0.531821, 0.115140, 0.501729, 0.496381, 0.123590, 0.160878, 0.649656, 0.178069, 0.657911, 0.200194, 0.657911, 
13.431896, 0.345489, 0.000000, 0.531821, 0.115140, 0.501729, 0.496381, 0.123590, 0.160878, 0.649656, 0.178069, 0.657911, 0.200194, 0.657911, 
13.549624, 0.345489, 0.000000, 0.531821, 0.115140, 0.501729, 0.496381, 0.123590, 0.160878, 0.649656, 0.178069, 0.657911, 0.200194, 0.657911, 
13.609856, 0.341651, 0.000000, 0.517447, 0.115140, 0.493889, 0.488860, 0.123590, 0.160878, 0.629354, 0.178069, 0.636688, 0.200194, 0.636688, 
13.73306, 0.337812, 0.000000, 0.517447, 0.115140, 0.493889, 0.488860, 0.123590, 0.160878, 0.629354, 0.178069, 0.636688, 0.190661, 0.636688, 
13.776865, 0.337812, 0.000000, 0.517447, 0.115140, 0.493889, 0.488860, 0.123590, 0.160878, 0.629354, 0.178069, 0.636688, 0.190661, 0.636688, 
13.831622, 0.337812, 0.000000, 0.517447, 0.115140, 0.493889, 0.488860, 0.123590, 0.160878, 0.629354, 0.178069, 0.636688, 0.190661, 0.636688, 
13.839836, 0.333884, 0.000000, 0.517447, 0.115140, 0.493889, 0.488860, 0.123590, 0.146253, 0.629354, 0.166197, 0.636688, 0.181128, 0.636688, 
13.886379, 0.333884, 0.000000, 0.517447, 0.115140, 0.493889, 0.488860, 0.123590, 0.146253, 0.629354, 0.166197, 0.636688, 0.181128, 0.636688, 
13.976728, 0.329909, 0.000000, 0.517447, 0.115140, 0.493889, 0.488860, 0.123590, 0.131628, 0.629354, 0.154326, 0.636688, 0.171595, 0.636688, 
14.001369, 0.329909, 0.000000, 0.517447, 0.115140, 0.493889, 0.488860, 0.123590, 0.131628, 0.629354, 0.154326, 0.636688, 0.171595, 0.636688, 
14.132786, 0.329909, 0.000000, 0.517447, 0.115140, 0.493889, 0.488860, 0.123590, 0.131628, 0.629354, 0.154326, 0.636688, 0.171595, 0.636688, 
14.220397, 0.329909, 0.000000, 0.517447, 0.115140, 0.493889, 0.488860, 0.123590, 0.131628, 0.629354, 0.154326, 0.636688, 0.171595, 0.636688, 
14.321697, 0.325785, 0.000000, 0.501277, 0.115140, 0.485225, 0.480575, 0.123590, 0.131628, 0.606877, 0.154326, 0.613107, 0.171595, 0.613107, 
14.3436, 0.325785, 0.000000, 0.501277, 0.115140, 0.485225, 0.480575, 0.123590, 0.131628, 0.606877, 0.154326, 0.613107, 0.171595, 0.613107, 
14.368241, 0.325785, 0.000000, 0.501277, 0.115140, 0.485225, 0.480575, 0.123590, 0.131628, 0.606877, 0.154326, 0.613107, 0.171595, 0.613107, 
14.45859, 0.325785, 0.000000, 0.501277, 0.115140, 0.485225, 0.480575, 0.123590, 0.131628, 0.606877, 0.154326, 0.613107, 0.171595, 0.613107, 
14.546201, 0.325785, 0.000000, 0.501277, 0.115140, 0.485225, 0.480575, 0.123590, 0.131628, 0.606877, 0.154326, 0.613107, 0.171595, 0.613107, 
14.702259, 0.325785, 0.000000, 0.501277, 0.115140, 0.485225, 0.480575, 0.123590, 0.131628, 0.606877, 0.154326, 0.613107, 0.171595, 0.613107, 
14.724162, 0.325785, 0.000000, 0.501277, 0.115140, 0.485225, 0.480575, 0.123590, 0.131628, 0.606877, 0.154326, 0.613107, 0.171595, 0.613107, 
14.740589, 0.325785, 0.000000, 0.501277, 0.115140, 0.485225, 0.480575, 0.123590, 0.131628, 0.606877, 0.154326, 0.613107, 0.171595, 0.613107, 
14.926762, 0.321260, 0.000000, 0.501277, 0.115140, 0.485225, 0.480575, 0.123590, 0.131628, 0.606877, 0.140296, 0.613107, 0.160870, 0.613107, 
15.036277, 0.321260, 0.000000, 0.501277, 0.115140, 0.485225, 0.480575, 0.123590, 0.131628, 0.606877, 0.140296, 0.613107, 0.160870, 0.613107, 
15.175907, 0.321260, 0.000000, 0.501277, 0.115140, 0.485225, 0.480575, 0.123590, 0.131628, 0.606877, 0.140296, 0.613107, 0.160870, 0.613107, 
15.290897, 0.321260, 0.000000, 0.501277, 0.115140, 0.485225, 0.480575, 0.123590, 0.131628, 0.606877, 0.140296, 0.613107, 0.160870, 0.613107, 
15.370294, 0.316536, 0.000000, 0.501277, 0.086355, 0.485225, 0.480575, 0.092693, 0.109690, 0.606877, 0.124708, 0.613107, 0.148496, 0.613107, 
15.504449, 0.316536, 0.000000, 0.501277, 0.086355, 0.485225, 0.480575, 0.092693, 0.109690, 0.606877, 0.124708, 0.613107, 0.148496, 0.613107, 
15.586585, 0.316536, 0.000000, 0.501277, 0.086355, 0.485225, 0.480575, 0.092693, 0.109690, 0.606877, 0.124708, 0.613107, 0.148496, 0.613107, 
15.644079, 0.316536, 0.000000, 0.501277, 0.086355, 0.485225, 0.480575, 0.092693, 0.109690, 0.606877, 0.124708, 0.613107, 0.148496, 0.613107, 
15.685147, 0.311590, 0.000000, 0.481997, 0.086355, 0.475116, 0.470963, 0.092693, 0.109690, 0.582602, 0.124708, 0.587560, 0.148496, 0.587560, 
15.964408, 0.306644, 0.000000, 0.462717, 0.086355, 0.465007, 0.461352, 0.092693, 0.109690, 0.582602, 0.124708, 0.587560, 0.148496, 0.587560, 
15.986311, 0.306644, 0.000000, 0.462717, 0.086355, 0.465007, 0.461352, 0.092693, 0.109690, 0.582602, 0.124708, 0.587560, 0.148496, 0.587560, 
16.07666, 0.306644, 0.000000, 0.462717, 0.086355, 0.465007, 0.461352, 0.092693, 0.109690, 0.582602, 0.124708, 0.587560, 0.148496, 0.587560, 
16.180698, 0.306644, 0.000000, 0.462717, 0.086355, 0.465007, 0.461352, 0.092693, 0.109690, 0.582602, 0.124708, 0.587560, 0.148496, 0.587560, 
16.249144, 0.306644, 0.000000, 0.462717, 0.086355, 0.465007, 0.461352, 0.092693, 0.109690, 0.582602, 0.124708, 0.587560, 0.148496, 0.587560, 
16.479124, 0.306644, 0.000000, 0.462717, 0.086355, 0.465007, 0.461352, 0.092693, 0.109690, 0.582602, 0.124708, 0.587560, 0.148496, 0.587560, 
16.583162, 0.306644, 0.000000, 0.462717, 0.086355, 0.465007, 0.461352, 0.092693, 0.109690, 0.582602, 0.124708, 0.587560, 0.148496, 0.587560, 
16.788501, 0.301168, 0.000000, 0.440683, 0.086355, 0.454193, 0.451099, 0.092693, 0.109690, 0.582602, 0.124708, 0.587560, 0.148496, 0.587560, 
16.835044, 0.295693, 0.000000, 0.440683, 0.086355, 0.443379, 0.440847, 0.092693, 0.109690, 0.582602, 0.124708, 0.587560, 0.148496, 0.587560, 
16.91718, 0.295693, 0.000000, 0.440683, 0.086355, 0.443379, 0.440847, 0.092693, 0.109690, 0.582602, 0.124708, 0.587560, 0.148496, 0.587560, 
17.242984, 0.295693, 0.000000, 0.440683, 0.086355, 0.443379, 0.440847, 0.092693, 0.109690, 0.582602, 0.124708, 0.587560, 0.148496, 0.587560, 
17.54141, 0.295693, 0.000000, 0.440683, 0.086355, 0.443379, 0.440847, 0.092693, 0.109690, 0.582602, 0.124708, 0.587560, 0.148496, 0.587560, 
17.779603, 0.295693, 0.000000, 0.440683, 0.086355, 0.443379, 0.440847, 0.092693, 0.109690, 0.582602, 0.124708, 0.587560, 0.148496, 0.587560, 
17.842574, 0.289779, 0.000000, 0.440683, 0.086355, 0.431711, 0.429826, 0.092693, 0.109690, 0.553472, 0.124708, 0.556636, 0.148496, 0.556636, 
17.938398, 0.289779, 0.000000, 0.440683, 0.086355, 0.431711, 0.429826, 0.092693, 0.109690, 0.553472, 0.124708, 0.556636, 0.148496, 0.556636, 
18.034223, 0.283742, 0.000000, 0.440683, 0.086355, 0.431711, 0.418515, 0.092693, 0.109690, 0.553472, 0.124708, 0.556636, 0.148496, 0.556636, 
18.05065, 0.283742, 0.000000, 0.440683, 0.086355, 0.431711, 0.418515, 0.092693, 0.109690, 0.553472, 0.124708, 0.556636, 0.148496, 0.556636, 
18.173854, 0.283742, 0.000000, 0.440683, 0.086355, 0.431711, 0.418515, 0.092693, 0.109690, 0.553472, 0.124708, 0.556636, 0.148496, 0.556636, 
18.425736, 0.277436, 0.000000, 0.416201, 0.086355, 0.419719, 0.407204, 0.092693, 0.109690, 0.553472, 0.124708, 0.556636, 0.148496, 0.556636, 
19.033539, 0.277436, 0.000000, 0.416201, 0.086355, 0.419719, 0.407204, 0.092693, 0.109690, 0.553472, 0.124708, 0.556636, 0.148496, 0.556636, 
19.27447, 0.270984, 0.000000, 0.390188, 0.086355, 0.407374, 0.395569, 0.092693, 0.109690, 0.553472, 0.124708, 0.556636, 0.148496, 0.556636, 
19.359343, 0.270984, 0.000000, 0.390188, 0.086355, 0.407374, 0.395569, 0.092693, 0.109690, 0.553472, 0.124708, 0.556636, 0.148496, 0.556636, 
19.575633, 0.270984, 0.000000, 0.390188, 0.086355, 0.407374, 0.395569, 0.092693, 0.109690, 0.553472, 0.124708, 0.556636, 0.148496, 0.556636, 
19.775496, 0.270984, 0.000000, 0.390188, 0.086355, 0.407374, 0.395569, 0.092693, 0.109690, 0.553472, 0.124708, 0.556636, 0.148496, 0.556636, 
19.816564, 0.264036, 0.000000, 0.362318, 0.086355, 0.394233, 0.383208, 0.092693, 0.109690, 0.553472, 0.124708, 0.556636, 0.148496, 0.556636, 
19.868583, 0.264036, 0.000000, 0.362318, 0.086355, 0.394233, 0.383208, 0.092693, 0.109690, 0.553472, 0.124708, 0.556636, 0.148496, 0.556636, 
19.874059, 0.264036, 0.000000, 0.362318, 0.086355, 0.394233, 0.383208, 0.092693, 0.109690, 0.553472, 0.124708, 0.556636, 0.148496, 0.556636, 
19.887748, 0.264036, 0.000000, 0.362318, 0.086355, 0.394233, 0.383208, 0.092693, 0.109690, 0.553472, 0.124708, 0.556636, 0.148496, 0.556636, 
19.895962, 0.264036, 0.000000, 0.362318, 0.086355, 0.394233, 0.383208, 0.092693, 0.109690, 0.553472, 0.124708, 0.556636, 0.148496, 0.556636, 
19.904175, 0.264036, 0.000000, 0.362318, 0.086355, 0.394233, 0.383208, 0.092693, 0.109690, 0.553472, 0.124708, 0.556636, 0.148496, 0.556636, 
20.328542, 0.264036, 0.000000, 0.362318, 0.086355, 0.394233, 0.383208, 0.092693, 0.109690, 0.553472, 0.124708, 0.556636, 0.148496, 0.556636, 
20.336756, 0.264036, 0.000000, 0.362318, 0.086355, 0.394233, 0.383208, 0.092693, 0.109690, 0.553472, 0.124708, 0.556636, 0.148496, 0.556636, 
20.678987, 0.264036, 0.000000, 0.362318, 0.086355, 0.394233, 0.383208, 0.092693, 0.109690, 0.553472, 0.124708, 0.556636, 0.148496, 0.556636, 
20.720055, 0.264036, 0.000000, 0.362318, 0.086355, 0.394233, 0.383208, 0.092693, 0.109690, 0.553472, 0.124708, 0.556636, 0.148496, 0.556636, 
21.264887, 0.254931, 0.000000, 0.362318, 0.086355, 0.394233, 0.383208, 0.092693, 0.054845, 0.553472, 0.093531, 0.556636, 0.111372, 0.556636, 
21.848049, 0.254931, 0.000000, 0.362318, 0.086355, 0.394233, 0.383208, 0.092693, 0.054845, 0.553472, 0.093531, 0.556636, 0.111372, 0.556636, 
21.894593, 0.254931, 0.000000, 0.362318, 0.086355, 0.394233, 0.383208, 0.092693, 0.054845, 0.553472, 0.093531, 0.556636, 0.111372, 0.556636, 
22.004107, 0.254931, 0.000000, 0.362318, 0.086355, 0.394233, 0.383208, 0.092693, 0.054845, 0.553472, 0.093531, 0.556636, 0.111372, 0.556636, 
22.951403, 0.254931, 0.000000, 0.362318, 0.086355, 0.394233, 0.383208, 0.092693, 0.054845, 0.553472, 0.093531, 0.556636, 0.111372, 0.556636, 
23.060917, 0.254931, 0.000000, 0.362318, 0.086355, 0.394233, 0.383208, 0.092693, 0.054845, 0.553472, 0.093531, 0.556636, 0.111372, 0.556636, 
23.392197, 0.243847, 0.000000, 0.310558, 0.086355, 0.374521, 0.364047, 0.092693, 0.054845, 0.507349, 0.093531, 0.510250, 0.111372, 0.510250, 
23.687885, 0.243847, 0.000000, 0.310558, 0.086355, 0.374521, 0.364047, 0.092693, 0.054845, 0.507349, 0.093531, 0.510250, 0.111372, 0.510250, 
23.879535, 0.243847, 0.000000, 0.310558, 0.086355, 0.374521, 0.364047, 0.092693, 0.054845, 0.507349, 0.093531, 0.510250, 0.111372, 0.510250, 
24.495551, 0.243847, 0.000000, 0.310558, 0.086355, 0.374521, 0.364047, 0.092693, 0.054845, 0.507349, 0.093531, 0.510250, 0.111372, 0.510250, 
24.621492, 0.231013, 0.000000, 0.310558, 0.086355, 0.351114, 0.341294, 0.092693, 0.054845, 0.507349, 0.093531, 0.510250, 0.111372, 0.510250, 
24.629706, 0.231013, 0.000000, 0.310558, 0.086355, 0.351114, 0.341294, 0.092693, 0.054845, 0.507349, 0.093531, 0.510250, 0.111372, 0.510250, 
24.73922, 0.217424, 0.000000, 0.310558, 0.086355, 0.326034, 0.316916, 0.092693, 0.054845, 0.507349, 0.093531, 0.510250, 0.111372, 0.510250, 
25.010267, 0.203835, 0.000000, 0.310558, 0.086355, 0.326034, 0.316916, 0.092693, 0.054845, 0.507349, 0.046765, 0.510250, 0.055686, 0.510250, 
25.149897, 0.190246, 0.000000, 0.310558, 0.086355, 0.326034, 0.316916, 0.092693, 0.054845, 0.507349, 0.046765, 0.510250, 0.055686, 0.510250, 
25.292266, 0.190246, 0.000000, 0.310558, 0.086355, 0.326034, 0.316916, 0.092693, 0.054845, 0.507349, 0.046765, 0.510250, 0.055686, 0.510250, 
25.530459, 0.190246, 0.000000, 0.310558, 0.086355, 0.326034, 0.316916, 0.092693, 0.054845, 0.507349, 0.046765, 0.510250, 0.055686, 0.510250, 
25.670089, 0.190246, 0.000000, 0.310558, 0.086355, 0.326034, 0.316916, 0.092693, 0.054845, 0.507349, 0.046765, 0.510250, 0.055686, 0.510250, 
25.927447, 0.190246, 0.000000, 0.310558, 0.086355, 0.326034, 0.316916, 0.092693, 0.054845, 0.507349, 0.046765, 0.510250, 0.055686, 0.510250, 
26.028747, 0.190246, 0.000000, 0.310558, 0.086355, 0.326034, 0.316916, 0.092693, 0.054845, 0.507349, 0.046765, 0.510250, 0.055686, 0.510250, 
26.642026, 0.190246, 0.000000, 0.310558, 0.086355, 0.326034, 0.316916, 0.092693, 0.054845, 0.507349, 0.046765, 0.510250, 0.055686, 0.510250, 
27.340178, 0.190246, 0.000000, 0.310558, 0.086355, 0.326034, 0.316916, 0.092693, 0.054845, 0.507349, 0.046765, 0.510250, 0.055686, 0.510250, 
27.676934, 0.163068, 0.000000, 0.310558, 0.086355, 0.279458, 0.271642, 0.092693, 0.054845, 0.405879, 0.046765, 0.408200, 0.055686, 0.408200, 
28.33128, 0.163068, 0.000000, 0.310558, 0.086355, 0.279458, 0.271642, 0.092693, 0.054845, 0.405879, 0.046765, 0.408200, 0.055686, 0.408200, 
28.610541, 0.163068, 0.000000, 0.310558, 0.086355, 0.279458, 0.271642, 0.092693, 0.054845, 0.405879, 0.046765, 0.408200, 0.055686, 0.408200, 
29.256674, 0.163068, 0.000000, 0.310558, 0.086355, 0.279458, 0.271642, 0.092693, 0.054845, 0.405879, 0.046765, 0.408200, 0.055686, 0.408200, 
29.333333, 0.163068, 0.000000, 0.310558, 0.086355, 0.279458, 0.271642, 0.092693, 0.054845, 0.405879, 0.046765, 0.408200, 0.055686, 0.408200, 
29.667351, 0.081534, 0.000000, 0.310558, 0.086355, 0.139729, 0.135821, 0.092693, 0.054845, 0.405879, 0.046765, 0.408200, 0.055686, 0.408200, 
31.101985, 0.081534, 0.000000, 0.310558, 0.086355, 0.139729, 0.135821, 0.092693, 0.054845, 0.405879, 0.046765, 0.408200, 0.055686, 0.408200, 

