time, entire-set, r1_l, r1_r, r2_l, r2_r, r3_l, r3_r, r4_l, r4_r, r5_l, r5_r, 
14.926762, 0.319149, 0.000000, 0.516235, 0.123183, 0.495721, 0.495721, 0.090835, 0.134270, 0.488059, 0.145709, 0.490109, 
15.036277, 0.319149, 0.000000, 0.516235, 0.123183, 0.495721, 0.495721, 0.090835, 0.134270, 0.488059, 0.145709, 0.490109, 
15.175907, 0.319149, 0.000000, 0.516235, 0.123183, 0.495721, 0.495721, 0.090835, 0.134270, 0.488059, 0.145709, 0.490109, 
15.290897, 0.319149, 0.000000, 0.516235, 0.123183, 0.495721, 0.495721, 0.090835, 0.134270, 0.488059, 0.145709, 0.490109, 
15.370294, 0.314590, 0.000000, 0.516235, 0.107785, 0.495721, 0.495721, 0.068126, 0.120843, 0.488059, 0.133567, 0.490109, 
15.504449, 0.314590, 0.000000, 0.516235, 0.107785, 0.495721, 0.495721, 0.068126, 0.120843, 0.488059, 0.133567, 0.490109, 
15.586585, 0.314590, 0.000000, 0.516235, 0.107785, 0.495721, 0.495721, 0.068126, 0.120843, 0.488059, 0.133567, 0.490109, 
15.644079, 0.314590, 0.000000, 0.516235, 0.107785, 0.495721, 0.495721, 0.068126, 0.120843, 0.488059, 0.133567, 0.490109, 
15.964408, 0.309824, 0.000000, 0.500591, 0.107785, 0.486541, 0.486541, 0.068126, 0.120843, 0.479343, 0.133567, 0.481357, 
15.986311, 0.309824, 0.000000, 0.500591, 0.107785, 0.486541, 0.486541, 0.068126, 0.120843, 0.479343, 0.133567, 0.481357, 
16.07666, 0.309824, 0.000000, 0.500591, 0.107785, 0.486541, 0.486541, 0.068126, 0.120843, 0.479343, 0.133567, 0.481357, 
16.180698, 0.309824, 0.000000, 0.500591, 0.107785, 0.486541, 0.486541, 0.068126, 0.120843, 0.479343, 0.133567, 0.481357, 
16.249144, 0.309824, 0.000000, 0.500591, 0.107785, 0.486541, 0.486541, 0.068126, 0.120843, 0.479343, 0.133567, 0.481357, 
16.479124, 0.309824, 0.000000, 0.500591, 0.107785, 0.486541, 0.486541, 0.068126, 0.120843, 0.479343, 0.133567, 0.481357, 
16.583162, 0.309824, 0.000000, 0.500591, 0.107785, 0.486541, 0.486541, 0.068126, 0.120843, 0.479343, 0.133567, 0.481357, 
16.788501, 0.304572, 0.000000, 0.482713, 0.107785, 0.476612, 0.476612, 0.068126, 0.120843, 0.469944, 0.133567, 0.471919, 
16.835044, 0.299321, 0.000000, 0.482713, 0.107785, 0.466682, 0.466682, 0.068126, 0.120843, 0.460546, 0.133567, 0.462481, 
17.242984, 0.299321, 0.000000, 0.482713, 0.107785, 0.466682, 0.466682, 0.068126, 0.120843, 0.460546, 0.133567, 0.462481, 
17.54141, 0.299321, 0.000000, 0.482713, 0.107785, 0.466682, 0.466682, 0.068126, 0.120843, 0.460546, 0.133567, 0.462481, 
17.659138, 0.299321, 0.000000, 0.482713, 0.107785, 0.466682, 0.466682, 0.068126, 0.120843, 0.460546, 0.133567, 0.462481, 
17.779603, 0.299321, 0.000000, 0.482713, 0.107785, 0.466682, 0.466682, 0.068126, 0.120843, 0.460546, 0.133567, 0.462481, 
17.842574, 0.293673, 0.000000, 0.482713, 0.107785, 0.455829, 0.455829, 0.068126, 0.120843, 0.450311, 0.133567, 0.452203, 
17.938398, 0.293673, 0.000000, 0.482713, 0.107785, 0.455829, 0.455829, 0.068126, 0.120843, 0.450311, 0.133567, 0.452203, 
18.034223, 0.287915, 0.000000, 0.482713, 0.107785, 0.455829, 0.455829, 0.068126, 0.120843, 0.439839, 0.133567, 0.441687, 
18.05065, 0.287915, 0.000000, 0.482713, 0.107785, 0.455829, 0.455829, 0.068126, 0.120843, 0.439839, 0.133567, 0.441687, 
18.173854, 0.287915, 0.000000, 0.482713, 0.107785, 0.455829, 0.455829, 0.068126, 0.120843, 0.439839, 0.133567, 0.441687, 
18.236824, 0.287915, 0.000000, 0.482713, 0.107785, 0.455829, 0.455829, 0.068126, 0.120843, 0.439839, 0.133567, 0.441687, 
18.406571, 0.281789, 0.000000, 0.461725, 0.107785, 0.444433, 0.444433, 0.068126, 0.120843, 0.429111, 0.133567, 0.430914, 
18.425736, 0.275663, 0.000000, 0.440738, 0.107785, 0.433038, 0.433038, 0.068126, 0.120843, 0.418383, 0.133567, 0.420141, 
19.033539, 0.275663, 0.000000, 0.440738, 0.107785, 0.433038, 0.433038, 0.068126, 0.120843, 0.418383, 0.133567, 0.420141, 
19.27447, 0.269398, 0.000000, 0.418701, 0.107785, 0.421334, 0.421334, 0.068126, 0.120843, 0.407373, 0.133567, 0.409085, 
19.359343, 0.269398, 0.000000, 0.418701, 0.107785, 0.421334, 0.421334, 0.068126, 0.120843, 0.407373, 0.133567, 0.409085, 
19.575633, 0.269398, 0.000000, 0.418701, 0.107785, 0.421334, 0.421334, 0.068126, 0.120843, 0.407373, 0.133567, 0.409085, 
19.775496, 0.269398, 0.000000, 0.418701, 0.107785, 0.421334, 0.421334, 0.068126, 0.120843, 0.407373, 0.133567, 0.409085, 
19.816564, 0.262663, 0.000000, 0.395440, 0.107785, 0.408942, 0.408942, 0.068126, 0.120843, 0.395734, 0.133567, 0.397397, 
19.874059, 0.262663, 0.000000, 0.395440, 0.107785, 0.408942, 0.408942, 0.068126, 0.120843, 0.395734, 0.133567, 0.397397, 
19.887748, 0.262663, 0.000000, 0.395440, 0.107785, 0.408942, 0.408942, 0.068126, 0.120843, 0.395734, 0.133567, 0.397397, 
19.895962, 0.262663, 0.000000, 0.395440, 0.107785, 0.408942, 0.408942, 0.068126, 0.120843, 0.395734, 0.133567, 0.397397, 
19.904175, 0.262663, 0.000000, 0.395440, 0.107785, 0.408942, 0.408942, 0.068126, 0.120843, 0.395734, 0.133567, 0.397397, 
20.328542, 0.262663, 0.000000, 0.395440, 0.107785, 0.408942, 0.408942, 0.068126, 0.120843, 0.395734, 0.133567, 0.397397, 
20.336756, 0.262663, 0.000000, 0.395440, 0.107785, 0.408942, 0.408942, 0.068126, 0.120843, 0.395734, 0.133567, 0.397397, 
20.678987, 0.262663, 0.000000, 0.395440, 0.107785, 0.408942, 0.408942, 0.068126, 0.120843, 0.395734, 0.133567, 0.397397, 
20.720055, 0.262663, 0.000000, 0.395440, 0.107785, 0.408942, 0.408942, 0.068126, 0.120843, 0.395734, 0.133567, 0.397397, 
20.755647, 0.262663, 0.000000, 0.395440, 0.107785, 0.408942, 0.408942, 0.068126, 0.120843, 0.395734, 0.133567, 0.397397, 
21.264887, 0.253908, 0.000000, 0.395440, 0.071857, 0.408942, 0.408942, 0.068126, 0.090632, 0.395734, 0.100175, 0.397397, 
21.848049, 0.253908, 0.000000, 0.395440, 0.071857, 0.408942, 0.408942, 0.068126, 0.090632, 0.395734, 0.100175, 0.397397, 
21.894593, 0.253908, 0.000000, 0.395440, 0.071857, 0.408942, 0.408942, 0.068126, 0.090632, 0.395734, 0.100175, 0.397397, 
22.004107, 0.253908, 0.000000, 0.395440, 0.071857, 0.408942, 0.408942, 0.068126, 0.090632, 0.395734, 0.100175, 0.397397, 
22.951403, 0.253908, 0.000000, 0.395440, 0.071857, 0.408942, 0.408942, 0.068126, 0.090632, 0.395734, 0.100175, 0.397397, 
23.060917, 0.253908, 0.000000, 0.395440, 0.071857, 0.408942, 0.408942, 0.068126, 0.090632, 0.395734, 0.100175, 0.397397, 
23.392197, 0.243328, 0.000000, 0.346010, 0.071857, 0.390354, 0.390354, 0.068126, 0.090632, 0.377746, 0.100175, 0.379333, 
23.687885, 0.243328, 0.000000, 0.346010, 0.071857, 0.390354, 0.390354, 0.068126, 0.090632, 0.377746, 0.100175, 0.379333, 
23.698836, 0.243328, 0.000000, 0.346010, 0.071857, 0.390354, 0.390354, 0.068126, 0.090632, 0.377746, 0.100175, 0.379333, 
23.879535, 0.243328, 0.000000, 0.346010, 0.071857, 0.390354, 0.390354, 0.068126, 0.090632, 0.377746, 0.100175, 0.379333, 
24.495551, 0.243328, 0.000000, 0.346010, 0.071857, 0.390354, 0.390354, 0.068126, 0.090632, 0.377746, 0.100175, 0.379333, 
24.621492, 0.230522, 0.000000, 0.346010, 0.071857, 0.367392, 0.367392, 0.068126, 0.090632, 0.355526, 0.100175, 0.357020, 
24.629706, 0.230522, 0.000000, 0.346010, 0.071857, 0.367392, 0.367392, 0.068126, 0.090632, 0.355526, 0.100175, 0.357020, 
24.73922, 0.216962, 0.000000, 0.346010, 0.071857, 0.342899, 0.342899, 0.068126, 0.090632, 0.331824, 0.100175, 0.333218, 
25.010267, 0.203402, 0.000000, 0.346010, 0.000000, 0.342899, 0.342899, 0.068126, 0.045316, 0.331824, 0.050088, 0.333218, 
25.149897, 0.189841, 0.000000, 0.346010, 0.000000, 0.318406, 0.318406, 0.068126, 0.045316, 0.308122, 0.050088, 0.309417, 
25.292266, 0.189841, 0.000000, 0.346010, 0.000000, 0.318406, 0.318406, 0.068126, 0.045316, 0.308122, 0.050088, 0.309417, 
25.530459, 0.189841, 0.000000, 0.346010, 0.000000, 0.318406, 0.318406, 0.068126, 0.045316, 0.308122, 0.050088, 0.309417, 
25.670089, 0.189841, 0.000000, 0.346010, 0.000000, 0.318406, 0.318406, 0.068126, 0.045316, 0.308122, 0.050088, 0.309417, 
25.927447, 0.189841, 0.000000, 0.346010, 0.000000, 0.318406, 0.318406, 0.068126, 0.045316, 0.308122, 0.050088, 0.309417, 
26.028747, 0.189841, 0.000000, 0.346010, 0.000000, 0.318406, 0.318406, 0.068126, 0.045316, 0.308122, 0.050088, 0.309417, 
26.642026, 0.189841, 0.000000, 0.346010, 0.000000, 0.318406, 0.318406, 0.068126, 0.045316, 0.308122, 0.050088, 0.309417, 
27.340178, 0.189841, 0.000000, 0.346010, 0.000000, 0.318406, 0.318406, 0.068126, 0.045316, 0.308122, 0.050088, 0.309417, 
27.676934, 0.162721, 0.000000, 0.346010, 0.000000, 0.272919, 0.272919, 0.068126, 0.045316, 0.264105, 0.050088, 0.265215, 
28.33128, 0.162721, 0.000000, 0.346010, 0.000000, 0.272919, 0.272919, 0.068126, 0.045316, 0.264105, 0.050088, 0.265215, 
28.750171, 0.162721, 0.000000, 0.346010, 0.000000, 0.272919, 0.272919, 0.068126, 0.045316, 0.264105, 0.050088, 0.265215, 
29.256674, 0.162721, 0.000000, 0.346010, 0.000000, 0.272919, 0.272919, 0.068126, 0.045316, 0.264105, 0.050088, 0.265215, 
29.333333, 0.162721, 0.000000, 0.346010, 0.000000, 0.272919, 0.272919, 0.068126, 0.045316, 0.264105, 0.050088, 0.265215, 
29.667351, 0.081361, 0.000000, 0.346010, 0.000000, 0.136460, 0.136460, 0.068126, 0.045316, 0.132052, 0.050088, 0.132607, 
31.101985, 0.081361, 0.000000, 0.346010, 0.000000, 0.136460, 0.136460, 0.068126, 0.045316, 0.132052, 0.050088, 0.132607, 

