time, entire-set, r1_l, r1_r, r2_l, r2_r, r3_l, r3_r, r4_l, r4_r, r5_l, r5_r, r6_l, r6_r, r7_l, r7_r, r8_l, r8_r, r9_l, r9_r, r10_l, r10_r, r11_l, r11_r, r12_l, r12_r, r13_l, r13_r, r14_l, r14_r, r15_l, r15_r, r16_l, r16_r, r17_l, r17_r, r18_l, r18_r, r19_l, r19_r, r20_l, r20_r, r21_l, r21_r, r22_l, r22_r, r23_l, r23_r, 
56.0, 0.544444, 0.225806, 0.742857, 0.391304, 0.704545, 0.438144, 0.625899, 0.457014, 0.625899, 0.479452, 0.637681, 0.482394, 0.578125, 0.475676, 0.666667, 0.501493, 0.617647, 0.493151, 0.637681, 0.756098, 0.342105, 0.662338, 0.281250, 0.641026, 0.368421, 0.400000, 0.608696, 0.680556, 0.431373, 0.624204, 0.465116, 0.651007, 0.431373, 0.599099, 0.368421, 0.625000, 0.266667, 0.610169, 0.431373, 0.600639, 0.433333, 0.481013, 0.591160, 0.509709, 0.612903, 0.568765, 0.425926, 
57.0, 0.536667, 0.225806, 0.742857, 0.380435, 0.704545, 0.422680, 0.625899, 0.438914, 0.625899, 0.461187, 0.637681, 0.468310, 0.578125, 0.454054, 0.666667, 0.489552, 0.617647, 0.479452, 0.637681, 0.756098, 0.315789, 0.662338, 0.250000, 0.641026, 0.342105, 0.400000, 0.608696, 0.680556, 0.392157, 0.624204, 0.441860, 0.644295, 0.392157, 0.590090, 0.342105, 0.614130, 0.266667, 0.601695, 0.392157, 0.594249, 0.400000, 0.472574, 0.591160, 0.497573, 0.612903, 0.564103, 0.425926, 
58.0, 0.523333, 0.225806, 0.742857, 0.380435, 0.704545, 0.422680, 0.625899, 0.438914, 0.625899, 0.452055, 0.637681, 0.457746, 0.572917, 0.448649, 0.666667, 0.477612, 0.607843, 0.465753, 0.637681, 0.756098, 0.289474, 0.662338, 0.250000, 0.641026, 0.342105, 0.400000, 0.601449, 0.680556, 0.372549, 0.617834, 0.406977, 0.644295, 0.372549, 0.590090, 0.342105, 0.608696, 0.266667, 0.597458, 0.372549, 0.584665, 0.383333, 0.464135, 0.591160, 0.485437, 0.612903, 0.554779, 0.425926, 
59.0, 0.520000, 0.225806, 0.742857, 0.369565, 0.704545, 0.417526, 0.625899, 0.434389, 0.625899, 0.447489, 0.637681, 0.454225, 0.572917, 0.437838, 0.666667, 0.471642, 0.607843, 0.462329, 0.637681, 0.756098, 0.289474, 0.662338, 0.250000, 0.641026, 0.315789, 0.400000, 0.601449, 0.680556, 0.352941, 0.617834, 0.395349, 0.644295, 0.352941, 0.590090, 0.315789, 0.608696, 0.266667, 0.597458, 0.352941, 0.584665, 0.366667, 0.459916, 0.591160, 0.480583, 0.612903, 0.554779, 0.425926, 
60.0, 0.484444, 0.193548, 0.742857, 0.336957, 0.681818, 0.386598, 0.589928, 0.398190, 0.589928, 0.406393, 0.623188, 0.415493, 0.531250, 0.405405, 0.654762, 0.438806, 0.588235, 0.421233, 0.623188, 0.731707, 0.263158, 0.649351, 0.250000, 0.623932, 0.263158, 0.300000, 0.557971, 0.680556, 0.313725, 0.592357, 0.348837, 0.610738, 0.313725, 0.558559, 0.263158, 0.581522, 0.233333, 0.572034, 0.313725, 0.552716, 0.333333, 0.434599, 0.552486, 0.444175, 0.612903, 0.515152, 0.370370, 
61.0, 0.476667, 0.161290, 0.742857, 0.326087, 0.681818, 0.376289, 0.575540, 0.384615, 0.575540, 0.401826, 0.608696, 0.401408, 0.520833, 0.400000, 0.642857, 0.426866, 0.578431, 0.407534, 0.608696, 0.707317, 0.263158, 0.636364, 0.250000, 0.615385, 0.263158, 0.300000, 0.543478, 0.680556, 0.313725, 0.579618, 0.337209, 0.604027, 0.313725, 0.554054, 0.263158, 0.576087, 0.200000, 0.567797, 0.313725, 0.549521, 0.316667, 0.426160, 0.541436, 0.434466, 0.612903, 0.510490, 0.370370, 
62.0, 0.466667, 0.161290, 0.742857, 0.326087, 0.681818, 0.376289, 0.575540, 0.380090, 0.575540, 0.397260, 0.608696, 0.397887, 0.520833, 0.389189, 0.630952, 0.414925, 0.568627, 0.404110, 0.608696, 0.707317, 0.236842, 0.623377, 0.218750, 0.606838, 0.236842, 0.300000, 0.543478, 0.680556, 0.294118, 0.573248, 0.325581, 0.597315, 0.294118, 0.549550, 0.236842, 0.559783, 0.200000, 0.550847, 0.294118, 0.536741, 0.300000, 0.426160, 0.541436, 0.429612, 0.612903, 0.498834, 0.370370, 
63.0, 0.457778, 0.161290, 0.742857, 0.326087, 0.681818, 0.371134, 0.568345, 0.375566, 0.568345, 0.392694, 0.594203, 0.387324, 0.515625, 0.383784, 0.630952, 0.408955, 0.568627, 0.397260, 0.594203, 0.707317, 0.236842, 0.623377, 0.218750, 0.598291, 0.236842, 0.300000, 0.536232, 0.652778, 0.294118, 0.566879, 0.325581, 0.583893, 0.294118, 0.540541, 0.236842, 0.554348, 0.200000, 0.538136, 0.294118, 0.527157, 0.300000, 0.417722, 0.535912, 0.419903, 0.580645, 0.491841, 0.370370, 
64.0, 0.454444, 0.161290, 0.742857, 0.315217, 0.681818, 0.360825, 0.568345, 0.366516, 0.568345, 0.378995, 0.594203, 0.376761, 0.515625, 0.372973, 0.630952, 0.400000, 0.568627, 0.386986, 0.594203, 0.707317, 0.236842, 0.623377, 0.218750, 0.598291, 0.236842, 0.300000, 0.536232, 0.652778, 0.294118, 0.566879, 0.313953, 0.583893, 0.294118, 0.540541, 0.236842, 0.554348, 0.200000, 0.538136, 0.294118, 0.527157, 0.300000, 0.413502, 0.535912, 0.412621, 0.580645, 0.491841, 0.370370, 
65.0, 0.372222, 0.096774, 0.657143, 0.228261, 0.613636, 0.278351, 0.510791, 0.285068, 0.510791, 0.287671, 0.550725, 0.302817, 0.458333, 0.281081, 0.607143, 0.325373, 0.539216, 0.301370, 0.550725, 0.707317, 0.157895, 0.597403, 0.156250, 0.555556, 0.105263, 0.233333, 0.478261, 0.597222, 0.176471, 0.515924, 0.220930, 0.516779, 0.176471, 0.481982, 0.105263, 0.489130, 0.133333, 0.461864, 0.176471, 0.447284, 0.200000, 0.320675, 0.480663, 0.332524, 0.548387, 0.410256, 0.296296, 
66.0, 0.360000, 0.096774, 0.657143, 0.217391, 0.613636, 0.273196, 0.510791, 0.280543, 0.510791, 0.283105, 0.550725, 0.299296, 0.458333, 0.270270, 0.607143, 0.319403, 0.539216, 0.297945, 0.550725, 0.707317, 0.157895, 0.597403, 0.156250, 0.547009, 0.105263, 0.233333, 0.478261, 0.597222, 0.156863, 0.503185, 0.209302, 0.503356, 0.156863, 0.463964, 0.105263, 0.451087, 0.133333, 0.436441, 0.156863, 0.424920, 0.183333, 0.316456, 0.480663, 0.325243, 0.548387, 0.391608, 0.296296, 
67.0, 0.352222, 0.096774, 0.657143, 0.206522, 0.613636, 0.268041, 0.496403, 0.276018, 0.496403, 0.283105, 0.550725, 0.295775, 0.442708, 0.270270, 0.583333, 0.316418, 0.519608, 0.294521, 0.550725, 0.658537, 0.157895, 0.584416, 0.156250, 0.529915, 0.105263, 0.233333, 0.463768, 0.569444, 0.156863, 0.484076, 0.209302, 0.489933, 0.156863, 0.450450, 0.105263, 0.445652, 0.133333, 0.427966, 0.156863, 0.412141, 0.183333, 0.312236, 0.464088, 0.322816, 0.548387, 0.379953, 0.296296, 
68.0, 0.348889, 0.096774, 0.657143, 0.206522, 0.613636, 0.268041, 0.482014, 0.276018, 0.482014, 0.283105, 0.536232, 0.295775, 0.432292, 0.270270, 0.559524, 0.316418, 0.500000, 0.294521, 0.536232, 0.634146, 0.157895, 0.558442, 0.156250, 0.512821, 0.105263, 0.233333, 0.449275, 0.569444, 0.156863, 0.471338, 0.209302, 0.489933, 0.156863, 0.441441, 0.105263, 0.440217, 0.133333, 0.419492, 0.156863, 0.402556, 0.183333, 0.312236, 0.453039, 0.322816, 0.548387, 0.372960, 0.296296, 
69.0, 0.344444, 0.096774, 0.657143, 0.195652, 0.613636, 0.257732, 0.474820, 0.266968, 0.474820, 0.273973, 0.536232, 0.288732, 0.427083, 0.259459, 0.559524, 0.310448, 0.500000, 0.287671, 0.536232, 0.634146, 0.157895, 0.558442, 0.156250, 0.512821, 0.105263, 0.200000, 0.442029, 0.555556, 0.156863, 0.471338, 0.209302, 0.483221, 0.156863, 0.436937, 0.105263, 0.434783, 0.133333, 0.415254, 0.156863, 0.399361, 0.183333, 0.303797, 0.447514, 0.317961, 0.548387, 0.368298, 0.277778, 
71.0, 0.338889, 0.064516, 0.657143, 0.184783, 0.613636, 0.252577, 0.474820, 0.262443, 0.474820, 0.264840, 0.536232, 0.281690, 0.427083, 0.254054, 0.559524, 0.304478, 0.500000, 0.280822, 0.536232, 0.634146, 0.131579, 0.558442, 0.156250, 0.512821, 0.105263, 0.200000, 0.442029, 0.555556, 0.156863, 0.471338, 0.197674, 0.476510, 0.156863, 0.427928, 0.105263, 0.434783, 0.100000, 0.411017, 0.156863, 0.392971, 0.183333, 0.299578, 0.447514, 0.313107, 0.548387, 0.363636, 0.277778, 
72.0, 0.333333, 0.064516, 0.600000, 0.163043, 0.568182, 0.242268, 0.453237, 0.253394, 0.453237, 0.255708, 0.492754, 0.274648, 0.411458, 0.243243, 0.535714, 0.298507, 0.480392, 0.273973, 0.492754, 0.634146, 0.131579, 0.532468, 0.156250, 0.495726, 0.105263, 0.200000, 0.420290, 0.555556, 0.156863, 0.458599, 0.197674, 0.463087, 0.156863, 0.418919, 0.105263, 0.423913, 0.100000, 0.402542, 0.156863, 0.386581, 0.183333, 0.291139, 0.430939, 0.308252, 0.516129, 0.356643, 0.259259, 
73.0, 0.318889, 0.064516, 0.600000, 0.163043, 0.568182, 0.242268, 0.438849, 0.248869, 0.438849, 0.251142, 0.492754, 0.271127, 0.390625, 0.237838, 0.535714, 0.292537, 0.480392, 0.267123, 0.492754, 0.634146, 0.105263, 0.532468, 0.125000, 0.487179, 0.078947, 0.166667, 0.398551, 0.541667, 0.137255, 0.445860, 0.186047, 0.449664, 0.137255, 0.405405, 0.078947, 0.423913, 0.100000, 0.402542, 0.137255, 0.373802, 0.166667, 0.286920, 0.414365, 0.300971, 0.516129, 0.340326, 0.240741, 
74.0, 0.298889, 0.000000, 0.514286, 0.141304, 0.477273, 0.221649, 0.395683, 0.230769, 0.395683, 0.232877, 0.434783, 0.253521, 0.359375, 0.227027, 0.488095, 0.274627, 0.441176, 0.250000, 0.434783, 0.634146, 0.105263, 0.480519, 0.125000, 0.444444, 0.078947, 0.166667, 0.369565, 0.500000, 0.137255, 0.407643, 0.174419, 0.422819, 0.137255, 0.373874, 0.078947, 0.380435, 0.033333, 0.372881, 0.137255, 0.348243, 0.150000, 0.261603, 0.381215, 0.281553, 0.451613, 0.317016, 0.203704, 
76.0, 0.293333, 0.000000, 0.514286, 0.141304, 0.477273, 0.216495, 0.395683, 0.226244, 0.395683, 0.228311, 0.434783, 0.250000, 0.359375, 0.227027, 0.488095, 0.271642, 0.441176, 0.250000, 0.434783, 0.634146, 0.105263, 0.480519, 0.125000, 0.444444, 0.078947, 0.166667, 0.369565, 0.486111, 0.137255, 0.407643, 0.174419, 0.409396, 0.137255, 0.364865, 0.078947, 0.369565, 0.033333, 0.355932, 0.137255, 0.335463, 0.150000, 0.257384, 0.381215, 0.279126, 0.451613, 0.307692, 0.203704, 
77.0, 0.284444, 0.000000, 0.514286, 0.119565, 0.477273, 0.201031, 0.395683, 0.212670, 0.395683, 0.219178, 0.434783, 0.239437, 0.359375, 0.221622, 0.488095, 0.262687, 0.441176, 0.239726, 0.434783, 0.634146, 0.105263, 0.480519, 0.125000, 0.444444, 0.078947, 0.166667, 0.369565, 0.472222, 0.137255, 0.407643, 0.174419, 0.402685, 0.137255, 0.355856, 0.078947, 0.364130, 0.000000, 0.347458, 0.137255, 0.329073, 0.150000, 0.236287, 0.381215, 0.266990, 0.451613, 0.303030, 0.203704, 
78.0, 0.278889, 0.000000, 0.485714, 0.119565, 0.454545, 0.195876, 0.388489, 0.208145, 0.388489, 0.214612, 0.420290, 0.235915, 0.348958, 0.216216, 0.476190, 0.259701, 0.431373, 0.236301, 0.420290, 0.634146, 0.078947, 0.467532, 0.093750, 0.427350, 0.078947, 0.166667, 0.362319, 0.472222, 0.137255, 0.394904, 0.174419, 0.389262, 0.137255, 0.342342, 0.078947, 0.358696, 0.000000, 0.338983, 0.137255, 0.319489, 0.150000, 0.232068, 0.370166, 0.264563, 0.451613, 0.293706, 0.203704, 
79.0, 0.257778, 0.000000, 0.485714, 0.108696, 0.454545, 0.190722, 0.374101, 0.203620, 0.374101, 0.210046, 0.420290, 0.228873, 0.317708, 0.189189, 0.428571, 0.232836, 0.382353, 0.232877, 0.420290, 0.536585, 0.078947, 0.441558, 0.093750, 0.384615, 0.026316, 0.166667, 0.355072, 0.444444, 0.078431, 0.356688, 0.139535, 0.348993, 0.078431, 0.310811, 0.026316, 0.358696, 0.000000, 0.330508, 0.078431, 0.300319, 0.100000, 0.227848, 0.337017, 0.242718, 0.451613, 0.275058, 0.203704, 
80.0, 0.190000, 0.000000, 0.371429, 0.076087, 0.340909, 0.103093, 0.287770, 0.113122, 0.287770, 0.127854, 0.347826, 0.140845, 0.244792, 0.113514, 0.333333, 0.161194, 0.303922, 0.136986, 0.347826, 0.414634, 0.000000, 0.350649, 0.000000, 0.282051, 0.000000, 0.100000, 0.268116, 0.375000, 0.000000, 0.273885, 0.069767, 0.268456, 0.000000, 0.243243, 0.000000, 0.277174, 0.000000, 0.245763, 0.000000, 0.226837, 0.016667, 0.135021, 0.259669, 0.162621, 0.387097, 0.209790, 0.148148, 

